Τμήμα,Βάρδια,Εβδομάδα,"Κλάδος Προσωπικού",Υποκλάδος,"Απαιτούμενο Προσωπικό"
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,25
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",17
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",4
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",3
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",2
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",1
ΟΡΘΟΠΕΔΙΚΗ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,24
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",17
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,4
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,3
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΡΘΟΠΕΔΙΚΗ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,26
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",15
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,4
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",3
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΟΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,27
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",10
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-16",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,5
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,4
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,3
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",2
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",22
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,17
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",4
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,3
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,3
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,3
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",3
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-17",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,2
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΟΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,29
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",9
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-16",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,4
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-17",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,3
ΟΦΘΑΛΜΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
